iter	Passed	Remaining
184	35965	255645
185	36161	255461
186	36348	255216
187	36534	254966
188	36738	254834
189	36924	254581
190	37119	254398
191	37320	254247
192	37510	254024
193	37697	253780
194	37904	253669
195	38095	253450
196	38277	253173
197	38447	252822
198	38639	252610
199	38838	252452
200	39035	252277
201	39226	252057
202	39406	251775
203	39610	251645
204	39798	251412
205	39980	251140
206	40173	250938
207	40368	250751
208	40556	250521
209	40753	250340
210	40950	250168
211	41136	249924
212	41351	249858
213	41543	249650
214	41738	249462
215	41943	249328
216	42133	249109
217	42328	248925
218	42513	248677
219	42695	248409
220	42907	248322
221	43109	248172
222	43300	247959
223	43501	247802
224	43699	247629
225	43883	247380
226	44074	247166
227	44269	246979
228	44468	246811
229	44665	246628
230	44853	246405
231	45044	246190
232	45222	245910
233	45410	245683
234	45598	245456
235	45811	245362
236	46005	245170
237	46180	244874
238	46379	244703
239	46571	244501
240	46761	244284
241	46967	244150
242	47143	243864
243	47328	243627
244	47510	243369
245	47707	243190
246	47904	243013
247	48117	242917
248	48311	242721
249	48502	242512
250	48686	242267
251	48881	242081
252	49066	241839
253	49268	241685
254	49469	241528
255	49682	241427
256	49868	241192
257	50059	240985
258	50243	240743
259	50441	240568
260	50619	240295
261	50809	240085
262	50997	239860
263	51184	239637
264	51387	239483
265	51580	239284
266	51780	239119
267	51984	238973
268	52159	238692
269	52351	238489
270	52539	238270
271	52737	238095
272	52947	237974
273	53124	237704
274	53327	237547
275	53528	237386
276	53710	237138
277	53924	237033
278	54120	236850
279	54309	236634
280	54488	236375
281	54693	236231
282	54893	236061
283	55099	235917
284	55271	235630
285	55462	235424
286	55641	235166
287	55817	234900
288	56017	234728
289	56199	234487
290	56383	234252
291	56588	234107
292	56777	233892
293	56974	233712
294	57170	233526
295	57352	233283
296	57562	233155
297	57748	232931
298	57958	232804
299	58147	232591
300	58333	232364
301	58530	232182
302	58730	232015
303	58934	231862
304	59122	231645
305	59311	231433
306	59494	231193
307	59690	231011
308	59881	230806
309	60073	230603
310	60265	230403
311	60460	230213
312	60692	230165
313	60883	229960
314	61076	229765
315	61254	229509
316	61515	229568
317	61703	229350
318	61892	229136
319	62080	228922
320	62280	228748
321	62457	228491
322	62648	228287
323	62835	228069
324	63017	227832
325	63202	227606
326	63381	227360
327	63582	227190
328	63772	226983
329	63967	226794
330	64147	226550
331	64356	226410
332	64551	226222
333	64763	226090
334	64951	225875
335	65160	225732
336	65346	225511
337	65555	225371
338	65760	225215
339	65952	225013
340	66154	224847
341	66338	224618
342	66533	224429
343	66733	224256
344	66931	224074
345	67117	223855
346	67303	223635
347	67510	223482
348	67702	223281
349	67884	223049
350	68066	222815
351	68270	222655
352	68468	222474
353	68665	222291
354	68871	222133
355	69052	221899
356	69257	221739
357	69433	221488
358	69623	221283
359	69814	221079
360	69989	220826
361	70198	220680
362	70404	220524
363	70589	220300
364	70777	220089
365	70960	219862
366	71160	219686
367	71365	219525
368	71557	219327
369	71747	219121
370	71941	218927
371	72136	218736
372	72326	218532
373	72519	218332
374	72711	218133
375	72906	217943
376	73112	217787
377	73328	217656
378	73526	217475
379	73707	217242
380	73903	217053
381	74089	216838
382	74289	216660
383	74476	216445
384	74685	216298
385	74872	216083
386	75062	215877
387	75271	215727
388	75627	215995
389	75837	215846
390	76028	215639
391	76238	215491
392	76451	215349
393	76648	215160
394	76838	214951
395	77017	214714
396	77189	214459
397	77365	214212
398	77555	214006
399	77757	213832
400	77997	213764
401	78180	213538
402	78385	213370
403	78674	213434
404	78885	213282
405	79089	213113
406	79294	212946
407	79474	212711
408	79688	212567
409	79906	212433
410	80098	212230
411	80309	212078
412	80485	211835
413	80692	211671
414	80875	211444
415	81081	211280
416	81269	211067
417	81462	210866
418	81657	210672
419	81873	210532
420	82069	210339
421	82266	210148
422	82469	209976
423	82702	209877
424	82898	209683
425	83097	209499
426	83281	209277
427	83478	209086
428	83661	208860
429	83868	208696
430	84069	208515
431	84289	208381
432	84474	208161
433	84673	207975
434	84866	207775
435	85056	207567
436	85247	207364
437	85460	207213
438	85646	206995
439	85842	206801
440	86049	206634
441	86253	206462
442	86451	206274
443	86644	206074
444	86854	205913
445	87092	205818
446	87283	205613
447	87501	205471
448	87718	205327
449	87908	205119
450	88113	204946
451	88313	204763
452	88508	204565
453	88720	204409
454	88912	204206
455	89103	204000
456	89300	203808
457	89502	203627
458	89697	203432
459	89888	203226
460	90100	203069
461	90293	202867
462	90488	202670
463	90686	202480
464	90883	202288
465	91082	202102
466	91265	201878
467	91450	201659
468	91659	201495
469	91879	201353
470	92066	201139
471	92257	200934
472	92443	200716
473	92642	200529
474	92847	200355
475	93033	200138
476	93233	199954
477	93429	199759
478	93633	199581
479	93844	199420
480	94051	199248
481	94262	199084
482	94453	198880
483	94642	198670
484	94854	198509
485	95084	198386
486	95272	198174
487	95486	198017
488	95684	197825
489	95884	197638
490	96094	197473
491	96280	197257
492	96473	197055
493	96667	196857
494	96863	196662
495	97046	196440
496	97230	196221
497	97436	196046
498	97626	195839
499	97830	195660
500	98028	195469
501	98225	195277
502	98416	195071
503	98619	194889
504	98810	194686
505	98999	194477
506	99201	194293
507	99387	194080
508	99567	193854
509	99770	193672
510	99986	193515
511	100175	193307
512	100376	193122
513	100595	192971
514	100783	192761
515	100977	192562
516	101182	192383
517	101367	192166
518	101565	191975
519	101771	191800
520	101962	191595
521	102152	191389
522	102373	191240
523	102554	191016
524	102754	190829
525	102957	190647
526	103150	190447
527	103361	190278
528	103551	190072
529	103754	189889
530	103938	189673
531	104120	189453
532	104330	189282
533	104533	189100
534	104722	188891
535	104932	188721
536	105117	188506
537	105310	188305
538	105511	188120
539	105705	187920
540	105901	187724
541	106105	187544
542	106304	187354
543	106488	187137
544	106696	186963
545	106895	186774
546	107088	186572
547	107289	186385
548	107485	186190
549	107683	185998
550	107883	185809
551	108084	185624
552	108294	185451
553	108494	185262
554	108697	185079
555	108901	184897
556	109092	184693
557	109309	184533
558	109515	184354
559	109724	184179
560	109917	183979
561	110126	183804
562	110330	183623
563	110533	183437
564	110729	183242
565	110944	183077
566	111130	182865
567	111321	182661
568	111506	182446
569	111720	182280
570	111927	182102
571	112146	181944
572	112355	181768
573	112561	181588
574	112765	181404
575	112952	181195
576	113147	180996
577	113336	180789
578	113537	180601
579	113779	180477
580	113953	180246
581	114155	180059
582	114343	179850
583	114533	179644
584	114738	179462
585	114928	179257
586	115130	179069
587	115319	178862
588	115516	178667
589	115710	178468
590	115896	178257
591	116080	178042
592	116306	177891
593	116509	177706
594	116706	177512
595	116897	177307
596	117080	177091
597	117287	176911
598	117490	176725
599	117691	176537
600	117877	176326
601	118101	176170
602	118297	175975
603	118482	175761
604	118694	175588
605	118894	175398
606	119098	175214
607	119301	175027
608	119493	174825
609	119708	174656
610	119911	174469
611	120127	174302
612	120304	174078
613	120527	173920
614	120740	173747
615	120930	173543
616	121128	173348
617	121325	173153
618	121516	172949
619	121713	172754
620	121909	172557
621	122122	172385
622	122332	172207
623	122533	172017
624	122723	171812
625	122914	171609
626	123114	171417
627	123308	171217
628	123498	171012
629	123687	170806
630	123897	170629
631	124107	170451
632	124312	170267
633	124514	170077
634	124708	169877
635	124919	169702
636	125123	169515
637	125331	169335
638	125523	169133
639	125738	168961
640	125942	168774
641	126137	168576
642	126323	168365
643	126522	168173
644	126719	167976
645	126904	167765
646	127112	167583
647	127307	167385
648	127503	167188
649	127703	166996
650	127904	166805
651	128105	166616
652	128325	166449
653	128513	166242
654	128732	166075
655	128918	165864
656	129103	165653
657	129295	165451
658	129496	165260
659	129698	165070
660	129900	164881
661	130102	164691
662	130294	164488
663	130493	164296
664	130699	164110
665	130891	163908
666	131080	163703
667	131273	163501
668	131486	163326
669	131676	163121
670	131874	162927
671	132067	162725
672	132269	162536
673	132468	162342
674	132664	162145
675	132869	161959
676	133088	161790
677	133293	161603
678	133472	161385
679	133693	161218
680	133891	161023
681	134086	160825
682	134274	160618
683	134478	160430
684	134678	160238
685	134880	160047
686	135080	159855
687	135277	159658
688	135469	159457
689	135669	159264
690	135858	159058
691	136061	158869
692	136248	158661
693	136444	158463
694	136619	158242
695	136806	158035
696	136992	157826
697	137189	157630
698	137379	157425
699	137576	157230
700	137770	157030
701	137967	156834
702	138174	156650
703	138383	156467
704	138593	156286
705	138799	156100
706	139009	155918
707	139213	155729
708	139406	155530
709	139606	155337
710	139808	155146
711	140019	154965
712	140224	154778
713	140429	154590
714	140614	154380
715	140838	154213
716	141032	154014
717	141215	153802
718	141419	153614
719	141617	153419
720	141821	153230
721	142034	153050
722	142235	152858
723	142443	152674
724	142638	152475
725	142848	152292
726	143060	152112
727	143272	151931
728	143471	151737
729	143686	151559
730	143879	151358
731	144091	151178
732	144283	150975
733	144498	150798
734	144699	150605
735	144906	150418
736	145099	150218
737	145291	150016
738	145515	149847
739	145696	149634
740	145885	149428
741	146087	149237
742	146286	149042
743	146476	148839
744	146679	148648
745	146881	148456
746	147082	148263
747	147289	148076
748	147492	147886
749	147684	147684
750	147882	147488
751	148089	147301
752	148284	147103
753	148502	146926
754	148700	146731
755	148906	146543
756	149101	146344
757	149298	146147
758	149504	145958
759	149700	145760
760	149900	145567
761	150118	145390
762	150311	145189
763	150502	144986
764	150704	144794
765	150919	144614
766	151129	144430
767	151334	144240
768	151529	144041
769	151733	143850
770	151931	143655
771	152149	143478
772	152361	143294
773	152569	143107
774	152753	142898
775	152942	142693
776	153132	142489
777	153356	142317
778	153554	142121
779	153749	141922
780	153961	141738
781	154158	141541
782	154363	141352
783	154559	141153
784	154778	140976
785	154965	140770
786	155173	140583
787	155373	140388
788	155561	140183
789	155759	139986
790	155951	139784
791	156160	139597
792	156360	139403
793	156554	139202
794	156742	138997
795	156953	138813
796	157146	138612
797	157341	138412
798	157542	138219
799	157728	138012
800	157914	137805
801	158105	137602
802	158324	137425
803	158524	137229
804	158732	137042
805	158936	136850
806	159141	136660
807	159351	136474
808	159547	136276
809	159750	136083
810	159972	135907
811	160166	135707
812	160368	135514
813	160583	135332
814	160772	135128
815	160965	134927
816	161164	134730
817	161365	134536
818	161566	134343
819	161755	134138
820	161961	133948
821	162167	133758
822	162368	133563
823	162558	133360
824	162766	133172
825	162959	132971
826	163171	132786
827	163365	132586
828	163568	132394
829	163770	132200
830	163986	132017
831	164190	131826
832	164382	131624
833	164577	131424
834	164774	131227
835	164976	131034
836	165161	130826
837	165363	130633
838	165575	130447
839	165766	130244
840	165958	130043
841	166157	129847
842	166355	129650
843	166553	129454
844	166765	129268
845	166960	129069
846	167167	128878
847	167353	128672
848	167572	128492
849	167775	128298
850	167977	128104
851	168190	127919
852	168389	127723
853	168587	127526
854	168778	127324
855	168983	127132
856	169184	126937
857	169380	126738
858	169576	126540
859	169784	126350
860	169989	126159
861	170181	125958
862	170388	125767
863	170590	125573
864	170808	125391
865	171012	125198
866	171228	125014
867	171435	124823
868	171627	124622
869	171843	124438
870	172034	124236
871	172230	124037
872	172427	123839
873	172647	123658
874	172819	123442
875	173029	123253
876	173234	123061
877	173435	122866
878	173617	122657
879	173812	122458
880	174020	122268
881	174218	122071
882	174417	121875
883	174614	121677
884	174815	121482
885	175008	121281
886	175201	121080
887	175401	120885
888	175611	120695
889	175808	120497
890	176004	120299
891	176224	120117
892	176424	119920
893	176614	119718
894	176810	119520
895	177030	119337
896	177227	119139
897	177418	118937
898	177619	118742
899	177815	118543
900	178016	118348
901	178233	118163
902	178436	117969
903	178628	117768
904	178839	117579
905	179069	117403
906	179267	117205
907	179467	117009
908	179658	116807
909	179854	116608
910	180060	116416
911	180264	116223
912	180454	116020
913	180661	115828
914	180863	115633
915	181065	115438
916	181267	115244
917	181466	115047
918	181664	114849
919	181875	114660
920	182079	114466
921	182280	114271
922	182488	114080
923	182711	113897
924	182911	113701
925	183105	113501
926	183313	113310
927	183500	113105
928	183718	112920
929	183931	112731
930	184129	112534
931	184342	112345
932	184535	112145
933	184729	111945
934	184920	111743
935	185117	111545
936	185311	111345
937	185502	111143
938	185697	110943
939	185898	110747
940	186106	110556
941	186299	110355
942	186511	110166
943	186716	109972
944	186912	109773
945	187133	109589
946	187343	109398
947	187563	109214
948	187767	109020
949	187967	108823
950	188176	108631
951	188391	108444
952	188589	108246
953	188783	108045
954	188990	107852
955	189186	107654
956	189385	107456
957	189589	107262
958	189804	107074
959	190008	106879
960	190225	106692
961	190405	106484
962	190611	106291
963	190817	106097
964	191007	105895
965	191207	105698
966	191409	105503
967	191615	105309
968	191826	105118
969	192040	104929
970	192229	104726
971	192439	104535
972	192629	104332
973	192821	104131
974	193037	103943
975	193242	103749
976	193440	103551
977	193651	103359
978	193854	103164
979	194065	102973
980	194267	102777
981	194466	102580
982	194652	102375
983	194844	102174
984	195051	101981
985	195239	101778
986	195456	101589
987	195643	101386
988	195844	101189
989	196061	101001
990	196254	100800
991	196449	100600
992	196668	100413
993	196892	100228
994	197086	100028
995	197278	99827
996	197474	99628
997	197675	99432
998	197872	99233
999	198107	99053
1000	198319	98862
1001	198519	98665
1002	198728	98472
1003	198918	98270
1004	199128	98078
1005	199318	97876
1006	199529	97684
1007	199720	97482
1008	199926	97288
1009	200146	97100
1010	200337	96899
1011	200545	96705
1012	200734	96502
1013	200931	96304
1014	201124	96103
1015	201318	95903
1016	201521	95707
1017	201709	95504
1018	201923	95314
1019	202114	95112
1020	202303	94910
1021	202505	94714
1022	202700	94514
1023	202918	94325
1024	203135	94135
1025	203348	93944
1026	203545	93746
1027	203725	93539
1028	203930	93344
1029	204142	93152
1030	204334	92951
1031	204529	92751
1032	204734	92556
1033	204932	92358
1034	205128	92159
1035	205338	91966
1036	205529	91764
1037	205727	91566
1038	205928	91369
1039	206126	91171
1040	206322	90971
1041	206510	90769
1042	206724	90578
1043	206922	90380
1044	207121	90182
1045	207304	89977
1046	207515	89784
1047	207702	89581
1048	207893	89380
1049	208098	89184
1050	208305	88990
1051	208529	88803
1052	208734	88608
1053	208917	88403
1054	209116	88205
1055	209316	88007
1056	209496	87802
1057	209700	87606
1058	209903	87410
1059	210124	87221
1060	210344	87032
1061	210536	86831
1062	210744	86637
1063	210948	86441
1064	211136	86239
1065	211347	86045
1066	211543	85846
1067	211752	85652
1068	211965	85460
1069	212146	85255
1070	212336	85053
1071	212539	84857
1072	212753	84665
1073	212952	84467
1074	213154	84270
1075	213362	84075
1076	213544	83871
1077	213770	83683
1078	213978	83489
1079	214185	83294
1080	214403	83103
1081	214606	82907
1082	214832	82719
1083	215049	82528
1084	215255	82332
1085	215444	82130
1086	215639	81931
1087	215865	81743
1088	216083	81552
1089	216297	81359
1090	216514	81168
1091	216701	80965
1092	216889	80762
1093	217082	80562
1094	217284	80365
1095	217509	80176
1096	217703	79976
1097	217895	79776
1098	218092	79577
1099	218287	79377
1100	218527	79193
1101	218711	78990
1102	218923	78796
1103	219115	78595
1104	219311	78396
1105	219520	78201
1106	219722	78004
1107	219918	77804
1108	220109	77603
1109	220317	77408
1110	220519	77211
1111	220715	77012
1112	220911	76813
1113	221124	76619
1114	221312	76417
1115	221510	76218
1116	221703	76018
1117	221883	75813
1118	222078	75613
1119	222288	75419
1120	222489	75221
1121	222700	75027
1122	222896	74828
1123	223092	74628
1124	223287	74429
1125	223489	74231
1126	223682	74031
1127	223873	73830
1128	224073	73632
1129	224275	73435
1130	224475	73237
1131	224689	73044
1132	224884	72844
1133	225108	72653
1134	225325	72461
1135	225540	72268
1136	225728	72066
1137	225921	71866
1138	226118	71666
1139	226302	71464
1140	226510	71268
1141	226716	71072
1142	226923	70876
1143	227125	70679
1144	227328	70481
1145	227550	70290
1146	227749	70092
1147	227963	69898
1148	228173	69703
1149	228366	69502
1150	228576	69307
1151	228763	69105
1152	228956	68905
1153	229164	68709
1154	229361	68510
1155	229571	68315
1156	229754	68112
1157	229950	67912
1158	230156	67716
1159	230356	67518
1160	230570	67324
1161	230760	67123
1162	230955	66923
1163	231163	66727
1164	231353	66526
1165	231557	66329
1166	231779	66137
1167	231967	65936
1168	232199	65746
1169	232395	65547
1170	232586	65346
1171	232775	65145
1172	232977	64947
1173	233160	64744
1174	233343	64541
1175	233534	64341
1176	233734	64142
1177	233927	63942
1178	234134	63746
1179	234331	63547
1180	234539	63351
1181	234742	63154
1182	234939	62954
1183	235143	62757
1184	235341	62559
1185	235549	62362
1186	235756	62166
1187	235951	61966
1188	236157	61770
1189	236361	61573
1190	236567	61376
1191	236771	61179
1192	236975	60981
1193	237164	60780
1194	237392	60589
1195	237594	60391
1196	237785	60191
1197	237970	59989
1198	238189	59795
1199	238399	59599
1200	238614	59405
1201	238801	59203
1202	239003	59005
1203	239213	58810
1204	239420	58613
1205	239623	58415
1206	239835	58220
1207	240032	58021
1208	240226	57821
1209	240427	57623
1210	240627	57424
1211	240825	57225
1212	241038	57030
1213	241228	56829
1214	241437	56633
1215	241624	56432
1216	241808	56229
1217	242020	56034
1218	242215	55834
1219	242409	55635
1220	242621	55439
1221	242807	55237
1222	243033	55045
1223	243230	54846
1224	243438	54649
1225	243625	54448
1226	243836	54252
1227	244035	54053
1228	244239	53855
1229	244429	53655
1230	244627	53456
1231	244826	53257
1232	245026	53059
1233	245244	52864
1234	245430	52663
1235	245619	52462
1236	245819	52263
1237	246035	52068
1238	246252	51873
1239	246459	51676
1240	246661	51478
1241	246867	51281
1242	247080	51085
1243	247281	50887
1244	247487	50690
1245	247690	50492
1246	247875	50290
1247	248081	50093
1248	248272	49892
1249	248463	49692
1250	248652	49492
1251	248853	49293
1252	249054	49095
1253	249264	48898
1254	249481	48703
1255	249670	48502
1256	249882	48306
1257	250080	48107
1258	250285	47910
1259	250487	47711
1260	250684	47512
1261	250892	47315
1262	251103	47119
1263	251308	46921
1264	251495	46720
1265	251692	46521
1266	251916	46327
1267	252109	46127
1268	252307	45928
1269	252525	45732
1270	252713	45532
1271	252923	45335
1272	253143	45140
1273	253343	44941
1274	253541	44742
1275	253735	44542
1276	253933	44343
1277	254128	44144
1278	254344	43948
1279	254561	43752
1280	254751	43552
1281	254977	43358
1282	255180	43159
1283	255395	42963
1284	255579	42762
1285	255795	42566
1286	255999	42368
1287	256190	42168
1288	256409	41972
1289	256617	41774
1290	256809	41574
1291	257019	41377
1292	257235	41181
1293	257431	40982
1294	257625	40782
1295	257823	40583
1296	258037	40386
1297	258248	40189
1298	258461	39992
1299	258677	39796
1300	258891	39599
1301	259100	39402
1302	259292	39202
1303	259493	39003
1304	259703	38806
1305	259921	38610
1306	260123	38411
1307	260328	38213
1308	260536	38015
1309	260739	37817
1310	260939	37618
1311	261146	37420
1312	261351	37222
1313	261545	37022
1314	261745	36823
1315	261965	36627
1316	262163	36428
1317	262374	36230
1318	262588	36033
1319	262787	35834
1320	263004	35638
1321	263213	35440
1322	263431	35243
1323	263622	35043
1324	263827	34845
1325	264022	34645
1326	264208	34444
1327	264401	34244
1328	264605	34046
1329	264810	33847
1330	265011	33649
1331	265204	33449
1332	265403	33250
1333	265602	33050
1334	265824	32854
1335	266016	32654
1336	266221	32456
1337	266443	32260
1338	266635	32059
1339	266834	31860
1340	267034	31661
1341	267237	31463
1342	267429	31263
1343	267639	31065
1344	267820	30864
1345	268017	30664
1346	268215	30465
1347	268401	30264
1348	268590	30064
1349	268786	29865
1350	268999	29667
1351	269198	29468
1352	269401	29269
1353	269603	29071
1354	269809	28872
1355	270022	28674
1356	270213	28474
1357	270416	28276
1358	270624	28077
1359	270824	27878
1360	271015	27679
1361	271217	27480
1362	271430	27282
1363	271619	27082
1364	271824	26883
1365	272022	26684
1366	272228	26485
1367	272431	26287
1368	272635	26088
1369	272848	25890
1370	273037	25690
1371	273242	25492
1372	273446	25293
1373	273649	25094
1374	273857	24896
1375	274083	24699
1376	274296	24501
1377	274508	24303
1378	274703	24103
1379	274911	23905
1380	275121	23707
1381	275335	23509
1382	275530	23309
1383	275719	23109
1384	275927	22910
1385	276123	22711
1386	276324	22512
1387	276529	22313
1388	276726	22114
1389	276911	21913
1390	277125	21715
1391	277320	21516
1392	277525	21317
1393	277742	21119
1394	277944	20920
1395	278123	20719
1396	278328	20520
1397	278534	20322
1398	278737	20123
1399	278955	19925
1400	279161	19726
1401	279355	19527
1402	279559	19328
1403	279758	19128
1404	279977	18930
1405	280167	18730
1406	280370	18531
1407	280577	18333
1408	280787	18134
1409	280987	17935
1410	281195	17736
1411	281401	17537
1412	281607	17338
1413	281815	17140
1414	282017	16940
1415	282219	16741
1416	282419	16542
1417	282622	16343
1418	282823	16144
1419	283020	15944
1420	283227	15745
1421	283411	15545
1422	283618	15346
1423	283839	15148
1424	284039	14949
1425	284239	14750
1426	284457	14551
1427	284659	14352
1428	284876	14154
1429	285087	13955
1430	285293	13756
1431	285480	13556
1432	285676	13356
1433	285878	13157
1434	286086	12958
1435	286283	12759
1436	286498	12560
1437	286699	12361
1438	286920	12162
1439	287129	11963
1440	287346	11765
1441	287553	11565
1442	287752	11366
1443	287959	11167
1444	288162	10968
1445	288350	10768
1446	288547	10568
1447	288770	10370
1448	288981	10171
1449	289189	9972
1450	289404	9773
1451	289612	9573
1452	289811	9374
1453	290007	9174
1454	290218	8975
1455	290416	8776
1456	290608	8576
1457	290796	8376
1458	291006	8177
1459	291216	7978
1460	291408	7778
1461	291619	7579
1462	291824	7380
1463	292034	7181
1464	292238	6981
1465	292428	6782
1466	292632	6582
1467	292832	6383
1468	293034	6183
1469	293235	5984
1470	293428	5784
1471	293633	5585
1472	293829	5385
1473	294027	5186
1474	294231	4986
1475	294457	4787
1476	294669	4588
1477	294871	4389
1478	295078	4189
1479	295285	3990
1480	295494	3790
1481	295694	3591
1482	295899	3391
1483	296107	3192
1484	296311	2993
1485	296530	2793
1486	296733	2594
1487	296930	2394
1488	297130	2195
1489	297342	1995
1490	297536	1795
1491	297751	1596
1492	297963	1397
1493	298177	1197
1494	298371	997
1495	298582	798
1496	298792	598
1497	299008	399
1498	299208	199
1499	299415	0
