instance_id,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,voice_gender,mode,speechiness,tempo,musician_category,valence,music_genre
MSC_35513.0,"Symphony No.5 In C Minor, Op.67: 2. Andante con moto",34.919000000000004,1.0191815332911538,0.14297020358305226,615651.828,0.036317020770699336,0.5951151189733369,Scale G Sharp,0.0910124871563607,-22.471,NA,Major,0.041468751947748315,170.683,Duet,0.05043804274201229,Classical
MSC_43093.0,Fly Me to the Moon,41.703,0.9597356634023452,0.5744019366213282,292141.229,0.3288615662787593,0.8091782254914913,Scale F,0.10919011786854983,-17.421,Female,Major,0.033954470696825265,?,Band,0.495404396172994,Jazz
MSC_38470.0,John The Fisherman,60.449,0.0007833309187771105,0.6504884363522945,227857.938,0.9963706086508128,0.006509009659014015,Scale B,0.04946473268577183,-3.2910000000000004,Both,Minor,0.06612697654555381,?,Duet,0.9605822469492497,Rock
MSC_88198.0,The Killing Moon,69.418,0.14475304091208824,0.5733283866411749,369569.76200000005,0.9332617417398572,0.03598539790561733,Scale G,0.31597275781476075,-5.044,Female,Major,0.03908019300116066,124.21600000000001,Solo,0.7755919461162686,Rock
MSC_63171.0,Goodbye Kiss,35.199,0.0917257835707074,0.667998333320423,266291.05,0.9020695765864978,0.0,Scale G,0.6578966886709305,-5.222,Female,Major,0.04641883320496346,123.01,Band,0.9250747115091524,Electronic
MSC_64382.0,Ashes of Eden,68.52199999999999,0.06020056424353309,0.2642180404270349,311656.15,0.5635371185857934,2.255016231572545e-06,Scale D Sharp,0.1088134747351822,-7.902,Both,Major,0.035188223736833925,159.974,Duet,0.3046959921730813,Rock
MSC_61438.0,Inside,56.761,0.1727436568343682,0.7482177486326563,118256.043,0.5930953889225663,0.0,Scale A,0.1650588042101374,-10.564,Both,Minor,0.3364705639527219,142.028,Duet,0.3990090423669883,Rap
MSC_21651.0,out for the night,78.408,0.0010612622330610653,0.8853091520685233,-1.0,0.7351680857676984,4.534776594744476e-05,Scale A,0.20682907184985747,-6.047000000000001,Female,Major,0.4412812003983916,173.368,Band,0.4388490286389536,Rap
MSC_41319.0,"The Nutcracker, Op. 71: Act I Tableau 1: March",31.13,1.0157795099910536,0.6169937405051839,160454.592,0.1335661905891777,1.0120766098707497,Scale E,0.08556113685760003,-26.858,Female,Minor,0.04195411821564763,143.498,Solo,0.5223500954053836,Classical
MSC_58664.0,Bulletproof,66.547,0.0002146078129834514,0.4251756047269125,194253.608,0.9818798453286488,0.0,Scale F,0.17017445330826475,-3.549,Male,Minor,0.14020485436940425,162.253,Band,0.7016411574463403,Rap
MSC_51737.0,Für Elise,23.213,1.0810698268626215,0.2938842886775063,197473.772,0.01596711087818271,0.9865905017086494,Scale A,0.07732489747613476,-37.312,Female,Minor,0.04338166266763503,135.621,Band,0.2772864485085692,Classical
MSC_75211.0,No Tires La Primera Piedra,44.321999999999996,0.5676836351627238,0.8154184077607819,311263.186,0.841948421814268,3.421214943362405e-05,Scale E,0.14540087272029534,-4.138,Female,Minor,0.04719697684810748,97.74700000000001,Solo,0.7693675237247984,Jazz
MSC_51101.0,"Lord Byron - Symphonic Portrait, Op.67: VIII. Epilogue",29.774,0.9557574271720772,,126940.36300000001,0.04811338927788565,0.7394537448750997,Scale C,0.1003222616888195,-24.737,Female,Major,0.04107569682447682,64.433,Band,0.03800369619756186,Classical
MSC_59043.0,All The Girls Wanna Ride,57.427,0.05649528802062043,,219488.479,0.6749153995271459,0.0,Scale A,0.15336323053321144,-1.0,Male,Minor,0.07929186689129386,180.00799999999998,Band,0.4963050487170764,Rap
MSC_35970.0,40 Day Dream,62.427,0.25016215024197275,0.6253640322240267,251582.891,0.7134990397544282,0.0,Scale D,0.06877065595535438,-6.266,Both,Major,0.061647318870787685,81.95200000000001,Duet,0.7157713785261499,Rock
MSC_88055.0,Brace Brace,,0.6394886959253523,0.6072979393239433,446118.518,0.6590095337265529,1.0178031408166843,Scale C Sharp,0.12412889317489947,-9.686,Both,Minor,0.03098688799402148,119.995,Duet,0.1910727806769258,Electronic
MSC_87125.0,Le Sacre du Printemps / Pt 1: L'Adoration de la Terre: Introduction,36.25,1.0317661219524044,0.0949518713905968,232892.22100000002,0.03931883275579575,1.0301832597457041,Scale E,0.08580740037279418,-30.816999999999997,Both,?,0.04892120431510057,84.479,Duet,0.03924009348696974,Classical
MSC_77067.0,Let You Go,42.638000000000005,0.5405701740356893,0.491841491299802,344477.289,0.6412933821894998,8.766396556130817e-05,Scale G Sharp,0.2174141784528021,-4.859,Both,Major,0.0388000276228834,134.933,Duet,0.17567242338765748,Country
MSC_72690.0,How,58.482,0.002197886159178119,0.4195402241635417,340608.907,0.812704103874637,0.7282282185113683,Scale G,0.07132374149215108,-5.974,Male,Minor,0.041671343575284105,151.88299999999998,Solo,0.06179847005418355,Rock
MSC_49341.0,Or Nah (feat. Wiz Khalifa and DJ Mustard),60.549,0.059808663972059736,0.9089193975369858,272529.674,0.351662756918206,0.0,Scale E,0.13077545441996888,-9.969,Both,Major,0.05095275219843013,121.97399999999999,Duet,0.08153021196158207,Hip-Hop
MSC_86847.0,Only Want U,49.621,0.009067073077053685,0.6223644108559014,284915.703,0.9998806746898508,0.02142556102224273,Scale F Sharp,0.10512527374557168,-3.825,Both,Minor,0.21154310756878425,154.00799999999998,Duet,0.2293500498400428,Electronic
MSC_44932.0,Halo,69.661,3.1519447590948125e-05,0.5696008278632003,207828.395,0.9738338252200648,0.0021977366786372398,Scale D Sharp,0.06226096489143752,-4.458,Female,Major,0.0707846704020309,111.132,NA,0.4768171164054918,Rock
MSC_26828.0,Problem Wit It (feat. DJ Paul),49.775,0.28273330788269724,0.9369230843524776,274904.74199999997,-1.0,0.0018155863818534387,Scale C,0.7312402621636162,-8.54,Both,Major,0.059021906293373665,119.988,Duet,0.39498827303928497,Country
MSC_56038.0,All On Me,76.498,0.1485095313507803,0.6821418052247591,238678.883,0.7040001349063799,0.0,Scale F,0.2339282015329738,-5.944,Female,Major,0.03168601856866332,80.98899999999999,Band,0.6855044405325095,Country
MSC_30260.0,Through The Wire,73.668,0.00929246228897374,0.6233546043302572,235009.298,0.7870025692149022,5.691120505645683e-06,Scale G,0.16740893897377432,-6.5729999999999995,Female,Major,0.2596775396673561,83.089,Band,,Rap
MSC_47866.0,"Sevenlere dair, Op. 12/3",43.968999999999994,1.0542633985783254,0.3356147854599646,267652.777,0.16180007117964976,0.9523169060157974,Scale B,0.04917729344623741,-21.083000000000002,Female,?,0.04186102773650119,111.22200000000001,Solo,,Classical
MSC_66370.0,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",45.372,1.093785249508368,0.4872582929075594,146793.87300000002,0.027206811121676742,0.9236320560756014,Scale D Sharp,0.10702294132774516,-38.111,Male,Major,0.0669670150652849,74.137,Band,0.18383168598198,Classical
MSC_54280.0,"Concerto No. 5 for Piano and Orchestra, K. 175: III. Allegro",36.288000000000004,1.0277930448092536,0.31360142249328776,333771.368,-1.0,0.8240193660633598,Scale D,0.1575766294599424,-27.693,NA,Major,0.039516695520848334,134.963,Band,0.4715570970044676,Classical
MSC_58247.0,Cigarette,59.848,0.13428242403852814,0.7185794243327486,199446.236,0.8482086295466303,0.0,Scale D,0.12519289313343598,-7.365,Female,Major,0.033551783059704236,124.0,Band,0.9651529281365472,Rock
MSC_67763.0,Little One,63.095,0.012921509836815956,0.5145917781042723,263822.04600000003,0.3839523511593518,7.784092879704904e-06,Scale G,0.12185027530223545,-1.0,Female,Major,0.03117793604762692,139.827,Band,0.11273600472215625,Rock
MSC_71930.0,"String Quartet No. 12 in F Major, Op. 96 'The American': IV. Vivace",,0.9205655300004508,0.3058450910583545,362867.99600000004,0.07719589730633894,0.6533513968451323,Scale C,0.12797587799362214,-21.019000000000002,Male,Major,0.04529159869884019,78.03699999999999,Band,0.2738944404680473,Classical
MSC_49463.0,Intergalactic - Remastered,75.184,0.023463219599818508,,251211.758,0.9075898635327188,1.0669989396492473e-05,Scale D,0.2656042849504215,-6.481,Both,Major,0.3313001814681525,105.93299999999999,Duet,0.5152154618562714,Rock
MSC_69879.0,November 18th,76.735,0.6340783140958252,0.7877721348677901,205039.85600000003,0.5072330166833888,,Scale B,0.10695147833540818,-11.915999999999999,Male,?,0.5570729313193995,71.937,Solo,,Rap
MSC_60106.0,Symphony No. 8: I. Allegro moderato,25.572,0.989073829755542,0.08528806105470017,1028686.488,0.09316878855533993,0.8105528808790646,Scale C Sharp,0.12723878984024406,-22.143,Both,?,0.04762764388924618,62.945,Duet,0.03957112965891177,Classical
MSC_44425.0,Ohio (Come Back To Texas),55.933,8.019669574426566e-05,0.4401967817617829,,0.8111655718515914,0.0,Scale B,0.10613855027839453,-5.073,Male,Major,0.05305922015989878,150.094,Band,0.8701869162737672,Rock
MSC_32691.0,Scholarships,67.556,0.10244294400540133,0.5966144749549461,224491.863,0.4373754338978262,1.2895055432867846e-05,Scale C,0.10744526333005702,-9.827,Male,Minor,0.4051497857719489,83.726,Solo,0.2708622971064352,Hip-Hop
MSC_34113.0,"Violin Concerto No. 2, Sz 112: Violin Concerto No. 2, Sz 112: I. Allegro non troppo",33.085,0.9473443901373948,0.2403607493355801,999723.718,0.11300497398474035,0.7450700693599965,Scale D,0.10325527781497164,-24.63,Both,?,0.047277971937721035,85.37899999999999,Duet,0.06432639369319855,Classical
MSC_91032.0,Saturday Night Special,47.34,0.35926911711963294,0.7620339866504162,219178.158,0.5180231057209363,0.0,Scale C Sharp,0.09629075709037417,-12.833,Both,Minor,0.04662357198971151,102.93,Duet,0.6505069763758732,Country
MSC_33796.0,All Would Envy,38.34,0.5629087873359239,0.6541736686052426,326320.892,0.6330651521538948,0.0075419409838496715,Scale E,0.07530003525215452,-11.187000000000001,Both,Minor,0.039447715560252034,82.875,Duet,0.4662860249725708,Jazz
MSC_34486.0,Nascar,64.954,0.026778212844365767,0.8946166185310138,190579.187,0.8080739219194617,1.1262389588920769e-06,Scale A,0.11175019052122392,-5.2139999999999995,Female,Major,0.17843318688424878,172.96200000000002,Band,0.4061122934733677,Rap
MSC_26609.0,Bad Company (feat. BlocBoy JB),73.648,0.07246925293909433,0.9657123136369818,198309.292,0.5598647586721129,0.0,Scale G Sharp,0.5695286884411178,-8.342,Male,Major,0.43746082859362057,144.941,Solo,0.3717723155962572,Rap
MSC_32190.0,Darling,70.917,0.009355703480323649,0.6312210484158874,-1.0,0.9780237368891604,0.007248743259644776,Scale C,0.11080791973454863,-5.888999999999999,Female,Major,0.02786297603519853,132.994,Band,0.6187068662526153,Rock
MSC_38843.0,Lit (feat. Ty Dolla $ign),56.531000000000006,0.22073506446703467,0.6559199421494073,-1.0,0.6691479230601993,5.355692838403293e-06,Scale C Sharp,0.18737198100788424,-6.557,Both,Minor,0.18924853812178324,113.052,Duet,0.28500380731875763,Rap
MSC_67913.0,Think Twice,46.666000000000004,0.11013556176331696,0.8208395699048442,292479.386,0.9185201223589694,0.5060917057976347,Scale C,0.3425106548370083,-1.0,Both,Major,0.0399670307391236,?,Duet,0.8626745445132648,Jazz
MSC_87564.0,Tempted,61.79600000000001,0.1074074653285425,0.7830441486119044,261305.322,0.3839303317364081,0.16625513014005014,Scale F Sharp,0.05624114705028913,-15.0,Male,Minor,0.03518318184228888,95.257,Band,0.4870079064982548,Rock
MSC_44808.0,Breaking Up Is Hard to Do,59.79600000000001,0.7432289972186954,0.8039163731084783,152260.62099999998,0.8584873112070784,0.0,Scale G Sharp,0.06731012546974785,-5.888999999999999,Male,Minor,0.040769480892284576,?,Solo,1.0137466325714763,Rock
MSC_60599.0,Hopeful,38.222,0.4272729486715253,0.7944934080207966,96460.42300000001,0.3311346182851672,0.9161405039353044,Scale E,0.042358755860368184,-11.325999999999999,Both,Minor,0.09722917983916272,74.046,Duet,0.6450430447075621,Jazz
MSC_59547.0,Montana,45.663000000000004,0.0758660843135408,0.4972347027492077,420242.258,0.6054793179997897,0.0005887045509467742,Scale E,0.18625006020668172,-11.876,Both,Major,0.1702072969661011,171.775,Duet,0.830586229660967,Jazz
MSC_81554.0,Going 'Round,59.435,0.16679564204990405,0.5709742084249558,229569.81100000002,0.9659649689713916,0.0,Scale B,0.2795996590863281,-4.079,Both,Minor,0.04508825011232754,?,Duet,0.453825327016166,Country
MSC_79908.0,Bicycle Race,55.83,0.07897816166450862,0.4121914008884028,193131.211,0.5974321573276329,1.0928088376090772e-06,Scale A Sharp,0.03086193363366015,-11.466,Male,Minor,0.08678872823402962,164.862,Band,0.7527381567117212,Rock
MSC_55462.0,Jesus Christ,55.70399999999999,0.8703793521881749,0.5204262476511861,140479.894,0.40970766139896175,0.0,Scale F,0.4777877458498067,-12.853,Male,Major,0.3315767580649285,169.872,Band,0.603979051197088,Rap
MSC_35966.0,Comfort Zone,30.315,0.4503433239207648,0.9284931444701464,320274.006,0.7712125842091864,0.6445742376138346,Scale A Sharp,0.1157381680799593,-9.415,NA,Major,0.04362973165236909,115.00200000000001,Solo,0.8362278289504241,Jazz
