,id,cycle,setting1,setting2,setting3,RUL,label1,label2,cycle_norm
40,1,41,0.6896551724137931,0.8333333333333334,0.0,151,0,0,0.11080332409972299
41,1,42,0.5287356321839081,0.16666666666666663,0.0,150,0,0,0.11357340720221606
42,1,43,0.3448275862068965,0.9166666666666667,0.0,149,0,0,0.11634349030470914
43,1,44,0.4942528735632184,0.6666666666666667,0.0,148,0,0,0.11911357340720222
44,1,45,0.42528735632183906,0.5,0.0,147,0,0,0.12188365650969529
45,1,46,0.5172413793103449,0.5833333333333334,0.0,146,0,0,0.12465373961218837
46,1,47,0.5,0.9166666666666667,0.0,145,0,0,0.12742382271468145
47,1,48,0.6091954022988506,0.5833333333333334,0.0,144,0,0,0.13019390581717452
48,1,49,0.41954022988505746,0.9166666666666667,0.0,143,0,0,0.1329639889196676
49,1,50,0.3160919540229885,0.41666666666666663,0.0,142,0,0,0.13573407202216067
50,1,51,0.4425287356321839,0.75,0.0,141,0,0,0.13850415512465375
51,1,52,0.603448275862069,0.41666666666666663,0.0,140,0,0,0.14127423822714683
52,1,53,0.6206896551724138,0.41666666666666663,0.0,139,0,0,0.1440443213296399
53,1,54,0.4885057471264368,0.9166666666666667,0.0,138,0,0,0.14681440443213295
54,1,55,0.5517241379310345,0.5,0.0,137,0,0,0.14958448753462603
55,1,56,0.5402298850574713,0.3333333333333333,0.0,136,0,0,0.1523545706371191
56,1,57,0.31034482758620685,0.5,0.0,135,0,0,0.15512465373961218
57,1,58,0.41954022988505746,0.5833333333333334,0.0,134,0,0,0.15789473684210525
58,1,59,0.46551724137931033,0.6666666666666667,0.0,133,0,0,0.16066481994459833
59,1,60,0.4425287356321839,0.3333333333333333,0.0,132,0,0,0.1634349030470914
60,1,61,0.5229885057471264,0.9166666666666667,0.0,131,0,0,0.16620498614958448
61,1,62,0.5229885057471264,0.5833333333333334,0.0,130,0,0,0.16897506925207756
62,1,63,0.5862068965517242,0.6666666666666667,0.0,129,0,0,0.17174515235457063
63,1,64,0.5977011494252874,0.6666666666666667,0.0,128,0,0,0.1745152354570637
64,1,65,0.5,0.9166666666666667,0.0,127,0,0,0.1772853185595568
65,1,66,0.45977011494252873,0.16666666666666663,0.0,126,0,0,0.18005540166204986
66,1,67,0.5919540229885057,0.16666666666666663,0.0,125,0,0,0.18282548476454294
67,1,68,0.39655172413793105,0.5,0.0,124,0,0,0.18559556786703602
68,1,69,0.3735632183908046,0.9166666666666667,0.0,123,0,0,0.1883656509695291
69,1,70,0.47126436781609193,0.6666666666666667,0.0,122,0,0,0.19113573407202217
70,1,71,0.5919540229885057,0.25,0.0,121,0,0,0.19390581717451524
71,1,72,0.40229885057471265,0.5833333333333334,0.0,120,0,0,0.19667590027700832
72,1,73,0.43103448275862066,0.3333333333333333,0.0,119,0,0,0.1994459833795014
73,1,74,0.6551724137931034,0.5833333333333334,0.0,118,0,0,0.20221606648199447
74,1,75,0.5517241379310345,0.16666666666666663,0.0,117,0,0,0.20498614958448752
75,1,76,0.41379310344827586,0.6666666666666667,0.0,116,0,0,0.2077562326869806
76,1,77,0.6264367816091954,0.8333333333333334,0.0,115,0,0,0.21052631578947367
77,1,78,0.7298850574712644,0.6666666666666667,0.0,114,0,0,0.21329639889196675
78,1,79,0.6264367816091954,0.3333333333333333,0.0,113,0,0,0.21606648199445982
79,1,80,0.4885057471264368,0.16666666666666663,0.0,112,0,0,0.2188365650969529
80,1,81,0.39655172413793105,0.16666666666666663,0.0,111,0,0,0.22160664819944598
81,1,82,0.43103448275862066,0.5833333333333334,0.0,110,0,0,0.22437673130193905
82,1,83,0.5229885057471264,0.9166666666666667,0.0,109,0,0,0.22714681440443213
83,1,84,0.5287356321839081,0.6666666666666667,0.0,108,0,0,0.2299168975069252
84,1,85,0.6436781609195402,0.75,0.0,107,0,0,0.23268698060941828
85,1,86,0.43103448275862066,0.8333333333333334,0.0,106,0,0,0.23545706371191136
86,1,87,0.5,0.16666666666666663,0.0,105,0,0,0.23822714681440443
87,1,88,0.6666666666666666,0.75,0.0,104,0,0,0.2409972299168975
88,1,89,0.5459770114942529,0.41666666666666663,0.0,103,0,0,0.24376731301939059
89,1,90,0.5977011494252874,0.41666666666666663,0.0,102,0,0,0.24653739612188366
90,1,91,0.6436781609195402,0.16666666666666663,0.0,101,0,0,0.2493074792243767
91,1,92,0.5574712643678161,0.3333333333333333,0.0,100,0,0,0.25207756232686984
92,1,93,0.6839080459770115,0.6666666666666667,0.0,99,0,0,0.2548476454293629
93,1,94,0.3793103448275862,0.6666666666666667,0.0,98,0,0,0.257617728531856
94,1,95,0.6091954022988506,0.75,0.0,97,0,0,0.26038781163434904
95,1,96,0.3045977011494253,0.5833333333333334,0.0,96,0,0,0.26315789473684215
96,1,97,0.7011494252873564,0.25,0.0,95,0,0,0.2659279778393352
97,1,98,0.5344827586206896,0.8333333333333334,0.0,94,0,0,0.2686980609418283
98,1,99,0.47126436781609193,0.5,0.0,93,0,0,0.27146814404432135
99,1,100,0.3793103448275862,0.25,0.0,92,0,0,0.27423822714681445
100,1,101,0.5689655172413793,0.75,0.0,91,0,0,0.2770083102493075
101,1,102,0.5977011494252874,0.9166666666666667,0.0,90,0,0,0.2797783933518006
102,1,103,0.42528735632183906,0.5833333333333334,0.0,89,0,0,0.28254847645429365
103,1,104,0.4942528735632184,0.5833333333333334,0.0,88,0,0,0.28531855955678675
104,1,105,0.6379310344827587,0.8333333333333334,0.0,87,0,0,0.2880886426592798
105,1,106,0.5,0.5833333333333334,0.0,86,0,0,0.2908587257617729
106,1,107,0.43103448275862066,0.41666666666666663,0.0,85,0,0,0.29362880886426596
107,1,108,0.5459770114942529,0.5833333333333334,0.0,84,0,0,0.296398891966759
108,1,109,0.4367816091954023,0.25,0.0,83,0,0,0.2991689750692521
109,1,110,0.5,0.8333333333333334,0.0,82,0,0,0.30193905817174516
110,1,111,0.5459770114942529,0.8333333333333334,0.0,81,0,0,0.30470914127423826
111,1,112,0.5287356321839081,0.75,0.0,80,0,0,0.3074792243767313
112,1,113,0.5402298850574713,0.5833333333333334,0.0,79,0,0,0.3102493074792244
113,1,114,0.5172413793103449,0.8333333333333334,0.0,78,0,0,0.31301939058171746
114,1,115,0.40229885057471265,0.9166666666666667,0.0,77,0,0,0.31578947368421056
115,1,116,0.3850574712643678,0.25,0.0,76,0,0,0.3185595567867036
116,1,117,0.5287356321839081,0.8333333333333334,0.0,75,0,0,0.3213296398891967
117,1,118,0.46551724137931033,0.16666666666666663,0.0,74,0,0,0.32409972299168976
118,1,119,0.5747126436781609,0.9166666666666667,0.0,73,0,0,0.32686980609418287
119,1,120,0.3620689655172414,0.9166666666666667,0.0,72,0,0,0.3296398891966759
120,1,121,0.31034482758620685,0.8333333333333334,0.0,71,0,0,0.332409972299169
121,1,122,0.6494252873563219,0.41666666666666663,0.0,70,0,0,0.33518005540166207
122,1,123,0.5919540229885057,0.3333333333333333,0.0,69,0,0,0.3379501385041552
123,1,124,0.6436781609195402,0.6666666666666667,0.0,68,0,0,0.3407202216066482
124,1,125,0.47701149425287354,0.9166666666666667,0.0,67,0,0,0.3434903047091413
125,1,126,0.5919540229885057,0.5833333333333334,0.0,66,0,0,0.3462603878116344
126,1,127,0.4425287356321839,0.6666666666666667,0.0,65,0,0,0.3490304709141275
127,1,128,0.46551724137931033,0.75,0.0,64,0,0,0.3518005540166205
128,1,129,0.31034482758620685,0.75,0.0,63,0,0,0.3545706371191136
129,1,130,0.45977011494252873,0.6666666666666667,0.0,62,0,0,0.3573407202216067
130,1,131,0.5114942528735632,0.41666666666666663,0.0,61,0,0,0.3601108033240997
131,1,132,0.6839080459770115,0.41666666666666663,0.0,60,0,0,0.36288088642659283
132,1,133,0.6839080459770115,0.3333333333333333,0.0,59,0,0,0.3656509695290859
133,1,134,0.41954022988505746,0.5,0.0,58,0,0,0.368421052631579
134,1,135,0.40229885057471265,0.5833333333333334,0.0,57,0,0,0.37119113573407203
135,1,136,0.6724137931034483,0.41666666666666663,0.0,56,0,0,0.37396121883656513
136,1,137,0.4367816091954023,0.5,0.0,55,0,0,0.3767313019390582
137,1,138,0.4367816091954023,0.5833333333333334,0.0,54,0,0,0.3795013850415513
138,1,139,0.41954022988505746,0.9166666666666667,0.0,53,0,0,0.38227146814404434
139,1,140,0.46551724137931033,0.41666666666666663,0.0,52,0,0,0.38504155124653744
140,1,141,0.367816091954023,0.9166666666666667,0.0,51,0,0,0.3878116343490305
141,1,142,0.6494252873563219,0.6666666666666667,0.0,50,0,0,0.3905817174515236
142,1,143,0.47126436781609193,0.25,0.0,49,0,0,0.39335180055401664
143,1,144,0.6436781609195402,0.16666666666666663,0.0,48,0,0,0.39612188365650974
144,1,145,0.47701149425287354,0.41666666666666663,0.0,47,0,0,0.3988919667590028
145,1,146,0.5114942528735632,0.25,0.0,46,0,0,0.4016620498614959
146,1,147,0.7701149425287357,0.5833333333333334,0.0,45,0,0,0.40443213296398894
147,1,148,0.5574712643678161,0.16666666666666663,0.0,44,0,0,0.40720221606648205
148,1,149,0.6436781609195402,0.8333333333333334,0.0,43,0,0,0.4099722991689751
149,1,150,0.5574712643678161,0.25,0.0,42,0,0,0.41274238227146814
150,1,151,0.3908045977011494,0.41666666666666663,0.0,41,0,0,0.41551246537396125
151,1,152,0.5517241379310345,0.41666666666666663,0.0,40,0,0,0.4182825484764543
152,1,153,0.5632183908045977,0.16666666666666663,0.0,39,0,0,0.4210526315789474
153,1,154,0.43103448275862066,0.5,0.0,38,0,0,0.42382271468144045
154,1,155,0.31034482758620685,0.6666666666666667,0.0,37,0,0,0.42659279778393355
155,1,156,0.3850574712643678,0.75,0.0,36,0,0,0.4293628808864266
156,1,157,0.39655172413793105,0.6666666666666667,0.0,35,0,0,0.4321329639889197
157,1,158,0.367816091954023,0.5833333333333334,0.0,34,0,0,0.43490304709141275
158,1,159,0.46551724137931033,0.5833333333333334,0.0,33,0,0,0.43767313019390586
159,1,160,0.46551724137931033,0.16666666666666663,0.0,32,0,0,0.4404432132963989
160,1,161,0.5459770114942529,0.5833333333333334,0.0,31,0,0,0.443213296398892
161,1,162,0.47126436781609193,0.8333333333333334,0.0,30,1,1,0.44598337950138506
162,1,163,0.5172413793103449,0.16666666666666663,0.0,29,1,1,0.44875346260387816
163,1,164,0.5287356321839081,0.3333333333333333,0.0,28,1,1,0.4515235457063712
164,1,165,0.5574712643678161,0.8333333333333334,0.0,27,1,1,0.4542936288088643
165,1,166,0.3735632183908046,0.25,0.0,26,1,1,0.45706371191135736
166,1,167,0.5689655172413793,0.75,0.0,25,1,1,0.45983379501385047
167,1,168,0.2528735632183908,0.6666666666666667,0.0,24,1,1,0.4626038781163435
168,1,169,0.40229885057471265,0.8333333333333334,0.0,23,1,1,0.4653739612188366
169,1,170,0.40229885057471265,0.3333333333333333,0.0,22,1,1,0.46814404432132967
170,1,171,0.5229885057471264,0.25,0.0,21,1,1,0.4709141274238227
171,1,172,0.41954022988505746,0.25,0.0,20,1,1,0.4736842105263158
172,1,173,0.3160919540229885,0.6666666666666667,0.0,19,1,1,0.47645429362880887
173,1,174,0.4942528735632184,0.3333333333333333,0.0,18,1,1,0.47922437673130197
174,1,175,0.5057471264367817,0.6666666666666667,0.0,17,1,1,0.481994459833795
175,1,176,0.3850574712643678,0.25,0.0,16,1,1,0.4847645429362881
176,1,177,0.28160919540229884,0.25,0.0,15,1,2,0.48753462603878117
177,1,178,0.4942528735632184,0.6666666666666667,0.0,14,1,2,0.4903047091412743
178,1,179,0.632183908045977,0.25,0.0,13,1,2,0.4930747922437673
179,1,180,0.3620689655172414,0.5,0.0,12,1,2,0.4958448753462604
180,1,181,0.46551724137931033,0.9166666666666667,0.0,11,1,2,0.4986149584487535
181,1,182,0.4425287356321839,0.75,0.0,10,1,2,0.5013850415512465
182,1,183,0.5057471264367817,0.5833333333333334,0.0,9,1,2,0.5041551246537397
183,1,184,0.5229885057471264,0.75,0.0,8,1,2,0.5069252077562327
184,1,185,0.5459770114942529,0.5833333333333334,0.0,7,1,2,0.5096952908587258
185,1,186,0.6551724137931034,0.25,0.0,6,1,2,0.5124653739612188
186,1,187,0.2298850574712643,0.5,0.0,5,1,2,0.515235457063712
187,1,188,0.11494252873563215,0.75,0.0,4,1,2,0.518005540166205
188,1,189,0.46551724137931033,0.6666666666666667,0.0,3,1,2,0.5207756232686981
189,1,190,0.3448275862068965,0.5833333333333334,0.0,2,1,2,0.5235457063711911
190,1,191,0.5,0.16666666666666663,0.0,1,1,2,0.5263157894736843
191,1,192,0.5517241379310345,0.5,0.0,0,1,2,0.5290858725761773
192,2,1,0.39655172413793105,1.0,0.0,286,0,0,0.0
193,2,2,0.7471264367816093,0.25,0.0,285,0,0,0.002770083102493075
194,2,3,0.603448275862069,0.75,0.0,284,0,0,0.0055401662049861505
195,2,4,0.7011494252873564,0.16666666666666663,0.0,283,0,0,0.008310249307479225
196,2,5,0.5287356321839081,0.8333333333333334,0.0,282,0,0,0.0110803324099723
197,2,6,0.4425287356321839,0.8333333333333334,0.0,281,0,0,0.013850415512465375
198,2,7,0.5057471264367817,0.3333333333333333,0.0,280,0,0,0.016620498614958446
199,2,8,0.5862068965517242,0.16666666666666663,0.0,279,0,0,0.019390581717451522
200,2,9,0.5977011494252874,0.16666666666666663,0.0,278,0,0,0.0221606648199446
201,2,10,0.24137931034482757,0.6666666666666667,0.0,277,0,0,0.02493074792243767
202,2,11,0.5344827586206896,0.8333333333333334,0.0,276,0,0,0.027700831024930747
203,2,12,0.5114942528735632,1.0,0.0,275,0,0,0.030470914127423823
204,2,13,0.5402298850574713,0.9166666666666667,0.0,274,0,0,0.0332409972299169
205,2,14,0.3620689655172414,0.16666666666666663,0.0,273,0,0,0.03601108033240997
206,2,15,0.43103448275862066,0.25,0.0,272,0,0,0.038781163434903045
207,2,16,0.4425287356321839,0.75,0.0,271,0,0,0.04155124653739612
208,2,17,0.5172413793103449,0.41666666666666663,0.0,270,0,0,0.0443213296398892
209,2,18,0.5804597701149425,0.5833333333333334,0.0,269,0,0,0.04709141274238227
210,2,19,0.6436781609195402,0.5833333333333334,0.0,268,0,0,0.04986149584487534
211,2,20,0.7413793103448276,0.16666666666666663,0.0,267,0,0,0.05263157894736842
212,2,21,0.367816091954023,0.5833333333333334,0.0,266,0,0,0.055401662049861494
213,2,22,0.6379310344827587,1.0,0.0,265,0,0,0.05817174515235457
214,2,23,0.42528735632183906,0.75,0.0,264,0,0,0.060941828254847646
215,2,24,0.3908045977011494,0.5,0.0,263,0,0,0.06371191135734072
216,2,25,0.8620689655172414,0.5833333333333334,0.0,262,0,0,0.0664819944598338
217,2,26,0.4367816091954023,0.75,0.0,261,0,0,0.06925207756232687
218,2,27,0.5344827586206896,0.9166666666666667,0.0,260,0,0,0.07202216066481994
219,2,28,0.7126436781609196,0.9166666666666667,0.0,259,0,0,0.07479224376731301
220,2,29,0.3160919540229885,0.25,0.0,258,0,0,0.07756232686980609
221,2,30,0.5689655172413793,0.5,0.0,257,0,0,0.08033240997229917
222,2,31,0.4482758620689655,0.9166666666666667,0.0,256,0,0,0.08310249307479224
223,2,32,0.5747126436781609,0.41666666666666663,0.0,255,0,0,0.08587257617728532
224,2,33,0.3160919540229885,0.8333333333333334,0.0,254,0,0,0.0886426592797784
225,2,34,0.7413793103448276,0.75,0.0,253,0,0,0.09141274238227147
226,2,35,0.6149425287356322,0.6666666666666667,0.0,252,0,0,0.09418282548476455
227,2,36,0.5747126436781609,0.8333333333333334,0.0,251,0,0,0.09695290858725762
228,2,37,0.7873563218390804,0.9166666666666667,0.0,250,0,0,0.0997229916897507
229,2,38,0.5747126436781609,0.9166666666666667,0.0,249,0,0,0.10249307479224376
230,2,39,0.39655172413793105,0.9166666666666667,0.0,248,0,0,0.10526315789473684
231,2,40,0.5287356321839081,0.9166666666666667,0.0,247,0,0,0.10803324099722991
232,2,41,0.5862068965517242,1.0,0.0,246,0,0,0.11080332409972299
233,2,42,0.5919540229885057,0.9166666666666667,0.0,245,0,0,0.11357340720221606
234,2,43,0.6551724137931034,0.5,0.0,244,0,0,0.11634349030470914
235,2,44,0.5172413793103449,0.75,0.0,243,0,0,0.11911357340720222
236,2,45,0.41954022988505746,0.3333333333333333,0.0,242,0,0,0.12188365650969529
237,2,46,0.5114942528735632,0.25,0.0,241,0,0,0.12465373961218837
238,2,47,0.6206896551724138,0.75,0.0,240,0,0,0.12742382271468145
239,2,48,0.5344827586206896,0.41666666666666663,0.0,239,0,0,0.13019390581717452
240,2,49,0.46551724137931033,0.9166666666666667,0.0,238,0,0,0.1329639889196676
241,2,50,0.4885057471264368,0.16666666666666663,0.0,237,0,0,0.13573407202216067
242,2,51,0.5459770114942529,0.75,0.0,236,0,0,0.13850415512465375
243,2,52,0.4425287356321839,0.41666666666666663,0.0,235,0,0,0.14127423822714683
244,2,53,0.367816091954023,0.41666666666666663,0.0,234,0,0,0.1440443213296399
245,2,54,0.5229885057471264,0.25,0.0,233,0,0,0.14681440443213295
246,2,55,0.29885057471264365,0.16666666666666663,0.0,232,0,0,0.14958448753462603
247,2,56,0.29885057471264365,0.6666666666666667,0.0,231,0,0,0.1523545706371191
248,2,57,0.4827586206896552,0.41666666666666663,0.0,230,0,0,0.15512465373961218
249,2,58,0.5,0.3333333333333333,0.0,229,0,0,0.15789473684210525
250,2,59,0.6839080459770115,0.5,0.0,228,0,0,0.16066481994459833
251,2,60,0.5804597701149425,0.3333333333333333,0.0,227,0,0,0.1634349030470914
252,2,61,0.24712643678160917,0.5833333333333334,0.0,226,0,0,0.16620498614958448
253,2,62,0.40229885057471265,0.41666666666666663,0.0,225,0,0,0.16897506925207756
254,2,63,0.41954022988505746,0.9166666666666667,0.0,224,0,0,0.17174515235457063
255,2,64,0.5,0.5833333333333334,0.0,223,0,0,0.1745152354570637
256,2,65,0.5459770114942529,0.5,0.0,222,0,0,0.1772853185595568
257,2,66,0.5287356321839081,0.3333333333333333,0.0,221,0,0,0.18005540166204986
258,2,67,0.29310344827586204,0.41666666666666663,0.0,220,0,0,0.18282548476454294
259,2,68,0.5459770114942529,0.5833333333333334,0.0,219,0,0,0.18559556786703602
260,2,69,0.47701149425287354,0.5,0.0,218,0,0,0.1883656509695291
261,2,70,0.5287356321839081,0.3333333333333333,0.0,217,0,0,0.19113573407202217
262,2,71,0.47701149425287354,0.6666666666666667,0.0,216,0,0,0.19390581717451524
263,2,72,0.45977011494252873,0.41666666666666663,0.0,215,0,0,0.19667590027700832
264,2,73,0.47701149425287354,0.41666666666666663,0.0,214,0,0,0.1994459833795014
265,2,74,0.42528735632183906,0.5833333333333334,0.0,213,0,0,0.20221606648199447
266,2,75,0.6436781609195402,0.8333333333333334,0.0,212,0,0,0.20498614958448752
267,2,76,0.28735632183908044,0.5833333333333334,0.0,211,0,0,0.2077562326869806
268,2,77,0.5172413793103449,0.5,0.0,210,0,0,0.21052631578947367
269,2,78,0.5229885057471264,0.41666666666666663,0.0,209,0,0,0.21329639889196675
270,2,79,0.6206896551724138,0.8333333333333334,0.0,208,0,0,0.21606648199445982
271,2,80,0.6551724137931034,0.5,0.0,207,0,0,0.2188365650969529
272,2,81,0.5344827586206896,0.41666666666666663,0.0,206,0,0,0.22160664819944598
273,2,82,0.7011494252873564,0.41666666666666663,0.0,205,0,0,0.22437673130193905
274,2,83,0.5,0.16666666666666663,0.0,204,0,0,0.22714681440443213
275,2,84,0.28735632183908044,0.16666666666666663,0.0,203,0,0,0.2299168975069252
276,2,85,0.5114942528735632,0.8333333333333334,0.0,202,0,0,0.23268698060941828
277,2,86,0.5229885057471264,0.5,0.0,201,0,0,0.23545706371191136
278,2,87,0.6091954022988506,0.3333333333333333,0.0,200,0,0,0.23822714681440443
279,2,88,0.5402298850574713,0.3333333333333333,0.0,199,0,0,0.2409972299168975
280,2,89,0.5977011494252874,0.9166666666666667,0.0,198,0,0,0.24376731301939059
281,2,90,0.6091954022988506,0.25,0.0,197,0,0,0.24653739612188366
282,2,91,0.45977011494252873,0.3333333333333333,0.0,196,0,0,0.2493074792243767
283,2,92,0.46551724137931033,0.9166666666666667,0.0,195,0,0,0.25207756232686984
284,2,93,0.6091954022988506,0.16666666666666663,0.0,194,0,0,0.2548476454293629
285,2,94,0.5,0.9166666666666667,0.0,193,0,0,0.257617728531856
286,2,95,0.3735632183908046,0.6666666666666667,0.0,192,0,0,0.26038781163434904
287,2,96,0.3505747126436781,1.0,0.0,191,0,0,0.26315789473684215
288,2,97,0.5459770114942529,0.5833333333333334,0.0,190,0,0,0.2659279778393352
289,2,98,0.4942528735632184,0.75,0.0,189,0,0,0.2686980609418283
290,2,99,0.3045977011494253,0.16666666666666663,0.0,188,0,0,0.27146814404432135
291,2,100,0.9367816091954023,0.41666666666666663,0.0,187,0,0,0.27423822714681445
292,2,101,0.6781609195402298,0.5,0.0,186,0,0,0.2770083102493075
293,2,102,0.5919540229885057,0.5833333333333334,0.0,185,0,0,0.2797783933518006
294,2,103,0.3735632183908046,0.6666666666666667,0.0,184,0,0,0.28254847645429365
295,2,104,0.3045977011494253,0.6666666666666667,0.0,183,0,0,0.28531855955678675
296,2,105,0.2126436781609195,0.8333333333333334,0.0,182,0,0,0.2880886426592798
297,2,106,0.5114942528735632,0.16666666666666663,0.0,181,0,0,0.2908587257617729
298,2,107,0.5632183908045977,0.41666666666666663,0.0,180,0,0,0.29362880886426596
299,2,108,0.5804597701149425,0.8333333333333334,0.0,179,0,0,0.296398891966759
300,2,109,0.5804597701149425,0.5,0.0,178,0,0,0.2991689750692521
301,2,110,0.42528735632183906,0.3333333333333333,0.0,177,0,0,0.30193905817174516
302,2,111,0.7241379310344828,0.5,0.0,176,0,0,0.30470914127423826
303,2,112,0.367816091954023,0.3333333333333333,0.0,175,0,0,0.3074792243767313
304,2,113,0.3275862068965517,0.5,0.0,174,0,0,0.3102493074792244
305,2,114,0.47126436781609193,0.3333333333333333,0.0,173,0,0,0.31301939058171746
306,2,115,0.264367816091954,0.41666666666666663,0.0,172,0,0,0.31578947368421056
307,2,116,0.4425287356321839,0.8333333333333334,0.0,171,0,0,0.3185595567867036
308,2,117,0.3218390804597701,0.5,0.0,170,0,0,0.3213296398891967
309,2,118,0.42528735632183906,0.8333333333333334,0.0,169,0,0,0.32409972299168976
310,2,119,0.5,0.3333333333333333,0.0,168,0,0,0.32686980609418287
311,2,120,0.4942528735632184,0.8333333333333334,0.0,167,0,0,0.3296398891966759
312,2,121,0.6551724137931034,0.75,0.0,166,0,0,0.332409972299169
313,2,122,0.5632183908045977,0.75,0.0,165,0,0,0.33518005540166207
314,2,123,0.4425287356321839,0.16666666666666663,0.0,164,0,0,0.3379501385041552
315,2,124,0.4885057471264368,0.8333333333333334,0.0,163,0,0,0.3407202216066482
316,2,125,0.41379310344827586,0.5833333333333334,0.0,162,0,0,0.3434903047091413
317,2,126,0.5344827586206896,0.9166666666666667,0.0,161,0,0,0.3462603878116344
318,2,127,0.4885057471264368,0.16666666666666663,0.0,160,0,0,0.3490304709141275
319,2,128,0.4540229885057471,0.5,0.0,159,0,0,0.3518005540166205
320,2,129,0.5402298850574713,0.8333333333333334,0.0,158,0,0,0.3545706371191136
321,2,130,0.7011494252873564,0.25,0.0,157,0,0,0.3573407202216067
322,2,131,0.4942528735632184,0.5833333333333334,0.0,156,0,0,0.3601108033240997
323,2,132,0.5114942528735632,1.0,0.0,155,0,0,0.36288088642659283
324,2,133,0.40804597701149425,0.16666666666666663,0.0,154,0,0,0.3656509695290859
325,2,134,0.6494252873563219,0.5833333333333334,0.0,153,0,0,0.368421052631579
326,2,135,0.5517241379310345,0.3333333333333333,0.0,152,0,0,0.37119113573407203
327,2,136,0.5574712643678161,0.25,0.0,151,0,0,0.37396121883656513
328,2,137,0.7528735632183908,0.16666666666666663,0.0,150,0,0,0.3767313019390582
329,2,138,0.5689655172413793,0.8333333333333334,0.0,149,0,0,0.3795013850415513
330,2,139,0.4827586206896552,0.9166666666666667,0.0,148,0,0,0.38227146814404434
331,2,140,0.5804597701149425,0.41666666666666663,0.0,147,0,0,0.38504155124653744
332,2,141,0.6091954022988506,0.75,0.0,146,0,0,0.3878116343490305
333,2,142,0.45977011494252873,0.8333333333333334,0.0,145,0,0,0.3905817174515236
334,2,143,0.5057471264367817,0.8333333333333334,0.0,144,0,0,0.39335180055401664
335,2,144,0.47126436781609193,0.6666666666666667,0.0,143,0,0,0.39612188365650974
336,2,145,0.3793103448275862,0.5833333333333334,0.0,142,0,0,0.3988919667590028
